Hour;Year;Month;Day;Season;Daytime;Value;Max_Temp;Avrg_Temp;Min_Temp
1;2017;8;1;2;4;;91;81;68
2;2017;8;1;2;4;;91;81;68
3;2017;8;1;2;4;;91;81;68
4;2017;8;1;2;4;;91;81;68
5;2017;8;1;2;4;;91;81;68
6;2017;8;1;2;1;;91;81;68
7;2017;8;1;2;1;;91;81;68
8;2017;8;1;2;1;;91;81;68
9;2017;8;1;2;1;;91;81;68
10;2017;8;1;2;1;;91;81;68
11;2017;8;1;2;1;;91;81;68
12;2017;8;1;2;2;;91;81;68
13;2017;8;1;2;2;;91;81;68
14;2017;8;1;2;2;;91;81;68
15;2017;8;1;2;2;;91;81;68
16;2017;8;1;2;2;;91;81;68
17;2017;8;1;2;2;;91;81;68
18;2017;8;1;2;3;;91;81;68
19;2017;8;1;2;3;;91;81;68
20;2017;8;1;2;3;;91;81;68
21;2017;8;1;2;3;;91;81;68
22;2017;8;1;2;3;;91;81;68
23;2017;8;1;2;3;;91;81;68
24;2017;8;1;2;4;;91;81;68
1;2017;8;2;2;4;;95;82;64
2;2017;8;2;2;4;;95;82;64
3;2017;8;2;2;4;;95;82;64
4;2017;8;2;2;4;;95;82;64
5;2017;8;2;2;4;;95;82;64
6;2017;8;2;2;1;;95;82;64
7;2017;8;2;2;1;;95;82;64
8;2017;8;2;2;1;;95;82;64
9;2017;8;2;2;1;;95;82;64
10;2017;8;2;2;1;;95;82;64
11;2017;8;2;2;1;;95;82;64
12;2017;8;2;2;2;;95;82;64
13;2017;8;2;2;2;;95;82;64
14;2017;8;2;2;2;;95;82;64
15;2017;8;2;2;2;;95;82;64
16;2017;8;2;2;2;;95;82;64
17;2017;8;2;2;2;;95;82;64
18;2017;8;2;2;3;;95;82;64
19;2017;8;2;2;3;;95;82;64
20;2017;8;2;2;3;;95;82;64
21;2017;8;2;2;3;;95;82;64
22;2017;8;2;2;3;;95;82;64
23;2017;8;2;2;3;;95;82;64
24;2017;8;2;2;4;;95;82;64
1;2017;8;3;2;4;;99;84;66
2;2017;8;3;2;4;;99;84;66
3;2017;8;3;2;4;;99;84;66
4;2017;8;3;2;4;;99;84;66
5;2017;8;3;2;4;;99;84;66
6;2017;8;3;2;1;;99;84;66
7;2017;8;3;2;1;;99;84;66
8;2017;8;3;2;1;;99;84;66
9;2017;8;3;2;1;;99;84;66
10;2017;8;3;2;1;;99;84;66
11;2017;8;3;2;1;;99;84;66
12;2017;8;3;2;2;;99;84;66
13;2017;8;3;2;2;;99;84;66
14;2017;8;3;2;2;;99;84;66
15;2017;8;3;2;2;;99;84;66
16;2017;8;3;2;2;;99;84;66
17;2017;8;3;2;2;;99;84;66
18;2017;8;3;2;3;;99;84;66
19;2017;8;3;2;3;;99;84;66
20;2017;8;3;2;3;;99;84;66
21;2017;8;3;2;3;;99;84;66
22;2017;8;3;2;3;;99;84;66
23;2017;8;3;2;3;;99;84;66
24;2017;8;3;2;4;;99;84;66
1;2017;8;4;2;4;;100;87;70
2;2017;8;4;2;4;;100;87;70
3;2017;8;4;2;4;;100;87;70
4;2017;8;4;2;4;;100;87;70
5;2017;8;4;2;4;;100;87;70
6;2017;8;4;2;1;;100;87;70
7;2017;8;4;2;1;;100;87;70
8;2017;8;4;2;1;;100;87;70
9;2017;8;4;2;1;;100;87;70
10;2017;8;4;2;1;;100;87;70
11;2017;8;4;2;1;;100;87;70
12;2017;8;4;2;2;;100;87;70
13;2017;8;4;2;2;;100;87;70
14;2017;8;4;2;2;;100;87;70
15;2017;8;4;2;2;;100;87;70
16;2017;8;4;2;2;;100;87;70
17;2017;8;4;2;2;;100;87;70
18;2017;8;4;2;3;;100;87;70
19;2017;8;4;2;3;;100;87;70
20;2017;8;4;2;3;;100;87;70
21;2017;8;4;2;3;;100;87;70
22;2017;8;4;2;3;;100;87;70
23;2017;8;4;2;3;;100;87;70
24;2017;8;4;2;4;;100;87;70
1;2017;8;5;2;4;;104;90;75
2;2017;8;5;2;4;;104;90;75
3;2017;8;5;2;4;;104;90;75
4;2017;8;5;2;4;;104;90;75
5;2017;8;5;2;4;;104;90;75
6;2017;8;5;2;1;;104;90;75
7;2017;8;5;2;1;;104;90;75
8;2017;8;5;2;1;;104;90;75
9;2017;8;5;2;1;;104;90;75
10;2017;8;5;2;1;;104;90;75
11;2017;8;5;2;1;;104;90;75
12;2017;8;5;2;2;;104;90;75
13;2017;8;5;2;2;;104;90;75
14;2017;8;5;2;2;;104;90;75
15;2017;8;5;2;2;;104;90;75
16;2017;8;5;2;2;;104;90;75
17;2017;8;5;2;2;;104;90;75
18;2017;8;5;2;3;;104;90;75
19;2017;8;5;2;3;;104;90;75
20;2017;8;5;2;3;;104;90;75
21;2017;8;5;2;3;;104;90;75
22;2017;8;5;2;3;;104;90;75
23;2017;8;5;2;3;;104;90;75
24;2017;8;5;2;4;;104;90;75
1;2017;8;6;2;4;;99;86;72
2;2017;8;6;2;4;;99;86;72
3;2017;8;6;2;4;;99;86;72
4;2017;8;6;2;4;;99;86;72
5;2017;8;6;2;4;;99;86;72
6;2017;8;6;2;1;;99;86;72
7;2017;8;6;2;1;;99;86;72
8;2017;8;6;2;1;;99;86;72
9;2017;8;6;2;1;;99;86;72
10;2017;8;6;2;1;;99;86;72
11;2017;8;6;2;1;;99;86;72
12;2017;8;6;2;2;;99;86;72
13;2017;8;6;2;2;;99;86;72
14;2017;8;6;2;2;;99;86;72
15;2017;8;6;2;2;;99;86;72
16;2017;8;6;2;2;;99;86;72
17;2017;8;6;2;2;;99;86;72
18;2017;8;6;2;3;;99;86;72
19;2017;8;6;2;3;;99;86;72
20;2017;8;6;2;3;;99;86;72
21;2017;8;6;2;3;;99;86;72
22;2017;8;6;2;3;;99;86;72
23;2017;8;6;2;3;;99;86;72
24;2017;8;6;2;4;;99;86;72
1;2017;8;7;2;4;;99;84;68
2;2017;8;7;2;4;;99;84;68
3;2017;8;7;2;4;;99;84;68
4;2017;8;7;2;4;;99;84;68
5;2017;8;7;2;4;;99;84;68
6;2017;8;7;2;1;;99;84;68
7;2017;8;7;2;1;;99;84;68
8;2017;8;7;2;1;;99;84;68
9;2017;8;7;2;1;;99;84;68
10;2017;8;7;2;1;;99;84;68
11;2017;8;7;2;1;;99;84;68
12;2017;8;7;2;2;;99;84;68
13;2017;8;7;2;2;;99;84;68
14;2017;8;7;2;2;;99;84;68
15;2017;8;7;2;2;;99;84;68
16;2017;8;7;2;2;;99;84;68
17;2017;8;7;2;2;;99;84;68
18;2017;8;7;2;3;;99;84;68
19;2017;8;7;2;3;;99;84;68
20;2017;8;7;2;3;;99;84;68
21;2017;8;7;2;3;;99;84;68
22;2017;8;7;2;3;;99;84;68
23;2017;8;7;2;3;;99;84;68
24;2017;8;7;2;4;;99;84;68
1;2017;8;8;2;4;;86;78;64
2;2017;8;8;2;4;;86;78;64
3;2017;8;8;2;4;;86;78;64
4;2017;8;8;2;4;;86;78;64
5;2017;8;8;2;4;;86;78;64
6;2017;8;8;2;1;;86;78;64
7;2017;8;8;2;1;;86;78;64
8;2017;8;8;2;1;;86;78;64
9;2017;8;8;2;1;;86;78;64
10;2017;8;8;2;1;;86;78;64
11;2017;8;8;2;1;;86;78;64
12;2017;8;8;2;2;;86;78;64
13;2017;8;8;2;2;;86;78;64
14;2017;8;8;2;2;;86;78;64
15;2017;8;8;2;2;;86;78;64
16;2017;8;8;2;2;;86;78;64
17;2017;8;8;2;2;;86;78;64
18;2017;8;8;2;3;;86;78;64
19;2017;8;8;2;3;;86;78;64
20;2017;8;8;2;3;;86;78;64
21;2017;8;8;2;3;;86;78;64
22;2017;8;8;2;3;;86;78;64
23;2017;8;8;2;3;;86;78;64
24;2017;8;8;2;4;;86;78;64
1;2017;8;9;2;4;;86;72;61
2;2017;8;9;2;4;;86;72;61
3;2017;8;9;2;4;;86;72;61
4;2017;8;9;2;4;;86;72;61
5;2017;8;9;2;4;;86;72;61
6;2017;8;9;2;1;;86;72;61
7;2017;8;9;2;1;;86;72;61
8;2017;8;9;2;1;;86;72;61
9;2017;8;9;2;1;;86;72;61
10;2017;8;9;2;1;;86;72;61
11;2017;8;9;2;1;;86;72;61
12;2017;8;9;2;2;;86;72;61
13;2017;8;9;2;2;;86;72;61
14;2017;8;9;2;2;;86;72;61
15;2017;8;9;2;2;;86;72;61
16;2017;8;9;2;2;;86;72;61
17;2017;8;9;2;2;;86;72;61
18;2017;8;9;2;3;;86;72;61
19;2017;8;9;2;3;;86;72;61
20;2017;8;9;2;3;;86;72;61
21;2017;8;9;2;3;;86;72;61
22;2017;8;9;2;3;;86;72;61
23;2017;8;9;2;3;;86;72;61
24;2017;8;9;2;4;;86;72;61
1;2017;8;10;2;4;;81;67;54
2;2017;8;10;2;4;;81;67;54
3;2017;8;10;2;4;;81;67;54
4;2017;8;10;2;4;;81;67;54
5;2017;8;10;2;4;;81;67;54
6;2017;8;10;2;1;;81;67;54
7;2017;8;10;2;1;;81;67;54
8;2017;8;10;2;1;;81;67;54
9;2017;8;10;2;1;;81;67;54
10;2017;8;10;2;1;;81;67;54
11;2017;8;10;2;1;;81;67;54
12;2017;8;10;2;2;;81;67;54
13;2017;8;10;2;2;;81;67;54
14;2017;8;10;2;2;;81;67;54
15;2017;8;10;2;2;;81;67;54
16;2017;8;10;2;2;;81;67;54
17;2017;8;10;2;2;;81;67;54
18;2017;8;10;2;3;;81;67;54
19;2017;8;10;2;3;;81;67;54
20;2017;8;10;2;3;;81;67;54
21;2017;8;10;2;3;;81;67;54
22;2017;8;10;2;3;;81;67;54
23;2017;8;10;2;3;;81;67;54
24;2017;8;10;2;4;;81;67;54
1;2017;8;11;2;4;;86;71;55
2;2017;8;11;2;4;;86;71;55
3;2017;8;11;2;4;;86;71;55
4;2017;8;11;2;4;;86;71;55
5;2017;8;11;2;4;;86;71;55
6;2017;8;11;2;1;;86;71;55
7;2017;8;11;2;1;;86;71;55
8;2017;8;11;2;1;;86;71;55
9;2017;8;11;2;1;;86;71;55
10;2017;8;11;2;1;;86;71;55
11;2017;8;11;2;1;;86;71;55
12;2017;8;11;2;2;;86;71;55
13;2017;8;11;2;2;;86;71;55
14;2017;8;11;2;2;;86;71;55
15;2017;8;11;2;2;;86;71;55
16;2017;8;11;2;2;;86;71;55
17;2017;8;11;2;2;;86;71;55
18;2017;8;11;2;3;;86;71;55
19;2017;8;11;2;3;;86;71;55
20;2017;8;11;2;3;;86;71;55
21;2017;8;11;2;3;;86;71;55
22;2017;8;11;2;3;;86;71;55
23;2017;8;11;2;3;;86;71;55
24;2017;8;11;2;4;;86;71;55
1;2017;8;12;2;4;;91;76;59
2;2017;8;12;2;4;;91;76;59
3;2017;8;12;2;4;;91;76;59
4;2017;8;12;2;4;;91;76;59
5;2017;8;12;2;4;;91;76;59
6;2017;8;12;2;1;;91;76;59
7;2017;8;12;2;1;;91;76;59
8;2017;8;12;2;1;;91;76;59
9;2017;8;12;2;1;;91;76;59
10;2017;8;12;2;1;;91;76;59
11;2017;8;12;2;1;;91;76;59
12;2017;8;12;2;2;;91;76;59
13;2017;8;12;2;2;;91;76;59
14;2017;8;12;2;2;;91;76;59
15;2017;8;12;2;2;;91;76;59
16;2017;8;12;2;2;;91;76;59
17;2017;8;12;2;2;;91;76;59
18;2017;8;12;2;3;;91;76;59
19;2017;8;12;2;3;;91;76;59
20;2017;8;12;2;3;;91;76;59
21;2017;8;12;2;3;;91;76;59
22;2017;8;12;2;3;;91;76;59
23;2017;8;12;2;3;;91;76;59
24;2017;8;12;2;4;;91;76;59
1;2017;8;13;2;4;;93;79;63
2;2017;8;13;2;4;;93;79;63
3;2017;8;13;2;4;;93;79;63
4;2017;8;13;2;4;;93;79;63
5;2017;8;13;2;4;;93;79;63
6;2017;8;13;2;1;;93;79;63
7;2017;8;13;2;1;;93;79;63
8;2017;8;13;2;1;;93;79;63
9;2017;8;13;2;1;;93;79;63
10;2017;8;13;2;1;;93;79;63
11;2017;8;13;2;1;;93;79;63
12;2017;8;13;2;2;;93;79;63
13;2017;8;13;2;2;;93;79;63
14;2017;8;13;2;2;;93;79;63
15;2017;8;13;2;2;;93;79;63
16;2017;8;13;2;2;;93;79;63
17;2017;8;13;2;2;;93;79;63
18;2017;8;13;2;3;;93;79;63
19;2017;8;13;2;3;;93;79;63
20;2017;8;13;2;3;;93;79;63
21;2017;8;13;2;3;;93;79;63
22;2017;8;13;2;3;;93;79;63
23;2017;8;13;2;3;;93;79;63
24;2017;8;13;2;4;;93;79;63
1;2017;8;14;2;4;;97;82;64
2;2017;8;14;2;4;;97;82;64
3;2017;8;14;2;4;;97;82;64
4;2017;8;14;2;4;;97;82;64
5;2017;8;14;2;4;;97;82;64
6;2017;8;14;2;1;;97;82;64
7;2017;8;14;2;1;;97;82;64
8;2017;8;14;2;1;;97;82;64
9;2017;8;14;2;1;;97;82;64
10;2017;8;14;2;1;;97;82;64
11;2017;8;14;2;1;;97;82;64
12;2017;8;14;2;2;;97;82;64
13;2017;8;14;2;2;;97;82;64
14;2017;8;14;2;2;;97;82;64
15;2017;8;14;2;2;;97;82;64
16;2017;8;14;2;2;;97;82;64
17;2017;8;14;2;2;;97;82;64
18;2017;8;14;2;3;;97;82;64
19;2017;8;14;2;3;;97;82;64
20;2017;8;14;2;3;;97;82;64
21;2017;8;14;2;3;;97;82;64
22;2017;8;14;2;3;;97;82;64
23;2017;8;14;2;3;;97;82;64
24;2017;8;14;2;4;;97;82;64
1;2017;8;15;2;4;;95;84;70
2;2017;8;15;2;4;;95;84;70
3;2017;8;15;2;4;;95;84;70
4;2017;8;15;2;4;;95;84;70
5;2017;8;15;2;4;;95;84;70
6;2017;8;15;2;1;;95;84;70
7;2017;8;15;2;1;;95;84;70
8;2017;8;15;2;1;;95;84;70
9;2017;8;15;2;1;;95;84;70
10;2017;8;15;2;1;;95;84;70
11;2017;8;15;2;1;;95;84;70
12;2017;8;15;2;2;;95;84;70
13;2017;8;15;2;2;;95;84;70
14;2017;8;15;2;2;;95;84;70
15;2017;8;15;2;2;;95;84;70
16;2017;8;15;2;2;;95;84;70
17;2017;8;15;2;2;;95;84;70
18;2017;8;15;2;3;;95;84;70
19;2017;8;15;2;3;;95;84;70
20;2017;8;15;2;3;;95;84;70
21;2017;8;15;2;3;;95;84;70
22;2017;8;15;2;3;;95;84;70
23;2017;8;15;2;3;;95;84;70
24;2017;8;15;2;4;;95;84;70
1;2017;8;16;2;4;;95;82;64
2;2017;8;16;2;4;;95;82;64
3;2017;8;16;2;4;;95;82;64
4;2017;8;16;2;4;;95;82;64
5;2017;8;16;2;4;;95;82;64
6;2017;8;16;2;1;;95;82;64
7;2017;8;16;2;1;;95;82;64
8;2017;8;16;2;1;;95;82;64
9;2017;8;16;2;1;;95;82;64
10;2017;8;16;2;1;;95;82;64
11;2017;8;16;2;1;;95;82;64
12;2017;8;16;2;2;;95;82;64
13;2017;8;16;2;2;;95;82;64
14;2017;8;16;2;2;;95;82;64
15;2017;8;16;2;2;;95;82;64
16;2017;8;16;2;2;;95;82;64
17;2017;8;16;2;2;;95;82;64
18;2017;8;16;2;3;;95;82;64
19;2017;8;16;2;3;;95;82;64
20;2017;8;16;2;3;;95;82;64
21;2017;8;16;2;3;;95;82;64
22;2017;8;16;2;3;;95;82;64
23;2017;8;16;2;3;;95;82;64
24;2017;8;16;2;4;;95;82;64
1;2017;8;17;2;4;;99;85;72
2;2017;8;17;2;4;;99;85;72
3;2017;8;17;2;4;;99;85;72
4;2017;8;17;2;4;;99;85;72
5;2017;8;17;2;4;;99;85;72
6;2017;8;17;2;1;;99;85;72
7;2017;8;17;2;1;;99;85;72
8;2017;8;17;2;1;;99;85;72
9;2017;8;17;2;1;;99;85;72
10;2017;8;17;2;1;;99;85;72
11;2017;8;17;2;1;;99;85;72
12;2017;8;17;2;2;;99;85;72
13;2017;8;17;2;2;;99;85;72
14;2017;8;17;2;2;;99;85;72
15;2017;8;17;2;2;;99;85;72
16;2017;8;17;2;2;;99;85;72
17;2017;8;17;2;2;;99;85;72
18;2017;8;17;2;3;;99;85;72
19;2017;8;17;2;3;;99;85;72
20;2017;8;17;2;3;;99;85;72
21;2017;8;17;2;3;;99;85;72
22;2017;8;17;2;3;;99;85;72
23;2017;8;17;2;3;;99;85;72
24;2017;8;17;2;4;;99;85;72
1;2017;8;18;2;4;;99;85;70
2;2017;8;18;2;4;;99;85;70
3;2017;8;18;2;4;;99;85;70
4;2017;8;18;2;4;;99;85;70
5;2017;8;18;2;4;;99;85;70
6;2017;8;18;2;1;;99;85;70
7;2017;8;18;2;1;;99;85;70
8;2017;8;18;2;1;;99;85;70
9;2017;8;18;2;1;;99;85;70
10;2017;8;18;2;1;;99;85;70
11;2017;8;18;2;1;;99;85;70
12;2017;8;18;2;2;;99;85;70
13;2017;8;18;2;2;;99;85;70
14;2017;8;18;2;2;;99;85;70
15;2017;8;18;2;2;;99;85;70
16;2017;8;18;2;2;;99;85;70
17;2017;8;18;2;2;;99;85;70
18;2017;8;18;2;3;;99;85;70
19;2017;8;18;2;3;;99;85;70
20;2017;8;18;2;3;;99;85;70
21;2017;8;18;2;3;;99;85;70
22;2017;8;18;2;3;;99;85;70
23;2017;8;18;2;3;;99;85;70
24;2017;8;18;2;4;;99;85;70
1;2017;8;19;2;4;;97;83;70
2;2017;8;19;2;4;;97;83;70
3;2017;8;19;2;4;;97;83;70
4;2017;8;19;2;4;;97;83;70
5;2017;8;19;2;4;;97;83;70
6;2017;8;19;2;1;;97;83;70
7;2017;8;19;2;1;;97;83;70
8;2017;8;19;2;1;;97;83;70
9;2017;8;19;2;1;;97;83;70
10;2017;8;19;2;1;;97;83;70
11;2017;8;19;2;1;;97;83;70
12;2017;8;19;2;2;;97;83;70
13;2017;8;19;2;2;;97;83;70
14;2017;8;19;2;2;;97;83;70
15;2017;8;19;2;2;;97;83;70
16;2017;8;19;2;2;;97;83;70
17;2017;8;19;2;2;;97;83;70
18;2017;8;19;2;3;;97;83;70
19;2017;8;19;2;3;;97;83;70
20;2017;8;19;2;3;;97;83;70
21;2017;8;19;2;3;;97;83;70
22;2017;8;19;2;3;;97;83;70
23;2017;8;19;2;3;;97;83;70
24;2017;8;19;2;4;;97;83;70
1;2017;8;20;2;4;;99;84;70
2;2017;8;20;2;4;;99;84;70
3;2017;8;20;2;4;;99;84;70
4;2017;8;20;2;4;;99;84;70
5;2017;8;20;2;4;;99;84;70
6;2017;8;20;2;1;;99;84;70
7;2017;8;20;2;1;;99;84;70
8;2017;8;20;2;1;;99;84;70
9;2017;8;20;2;1;;99;84;70
10;2017;8;20;2;1;;99;84;70
11;2017;8;20;2;1;;99;84;70
12;2017;8;20;2;2;;99;84;70
13;2017;8;20;2;2;;99;84;70
14;2017;8;20;2;2;;99;84;70
15;2017;8;20;2;2;;99;84;70
16;2017;8;20;2;2;;99;84;70
17;2017;8;20;2;2;;99;84;70
18;2017;8;20;2;3;;99;84;70
19;2017;8;20;2;3;;99;84;70
20;2017;8;20;2;3;;99;84;70
21;2017;8;20;2;3;;99;84;70
22;2017;8;20;2;3;;99;84;70
23;2017;8;20;2;3;;99;84;70
24;2017;8;20;2;4;;99;84;70
1;2017;8;21;2;4;;99;84;68
2;2017;8;21;2;4;;99;84;68
3;2017;8;21;2;4;;99;84;68
4;2017;8;21;2;4;;99;84;68
5;2017;8;21;2;4;;99;84;68
6;2017;8;21;2;1;;99;84;68
7;2017;8;21;2;1;;99;84;68
8;2017;8;21;2;1;;99;84;68
9;2017;8;21;2;1;;99;84;68
10;2017;8;21;2;1;;99;84;68
11;2017;8;21;2;1;;99;84;68
12;2017;8;21;2;2;;99;84;68
13;2017;8;21;2;2;;99;84;68
14;2017;8;21;2;2;;99;84;68
15;2017;8;21;2;2;;99;84;68
16;2017;8;21;2;2;;99;84;68
17;2017;8;21;2;2;;99;84;68
18;2017;8;21;2;3;;99;84;68
19;2017;8;21;2;3;;99;84;68
20;2017;8;21;2;3;;99;84;68
21;2017;8;21;2;3;;99;84;68
22;2017;8;21;2;3;;99;84;68
23;2017;8;21;2;3;;99;84;68
24;2017;8;21;2;4;;99;84;68
1;2017;8;22;2;4;;99;87;73
2;2017;8;22;2;4;;99;87;73
3;2017;8;22;2;4;;99;87;73
4;2017;8;22;2;4;;99;87;73
5;2017;8;22;2;4;;99;87;73
